customerKey,sex,isMarried,isEmployed,hasNewBaby,age,educationLevel,occupationCategory,annualIncome,race,primaryLanguage,childrenNum,avgPurchaseAmount
2caf550219,Male,1,1,0,26,Basic,"Food preparation",125320,White,Spanish,1,415.87
d6f2440e-5,Female,0,0,0,54,"High school",NULL,121173,White,English,0,328.96
2caf55de97,Female,0,0,0,54,"High school",NULL,121173,White,English,0,299.36
d6f2449a-5,Male,0,1,0,57,"College advanced","Business and finance",9734,White,English,0,206.40
d6f2453a-5,Male,1,0,0,83,Basic,NULL,105120,"African american",English,0,344.62
2caf56b099,Male,1,0,0,83,Basic,NULL,105120,"African american",English,0,313.29
2caf578258,Female,1,0,0,58,"High school",NULL,48262,White,English,0,317.73
2caf585405,Male,0,1,0,50,"High school",Sales,52352,"African american",English,0,200.97
2caf593a36,Female,1,1,0,26,"High school",Sales,73037,White,English,2,303.17
970779fa-a,Female,1,1,1,24,College,"Personal care",13437,White,English,3,316.86
2caf5a0c87,Female,0,1,0,37,"High school","Healthcare support",93516,White,English,0,267.87
2caf5ade40,Female,0,1,0,49,"College advanced",Sales,98917,White,Spanish,0,285.99
2caf5bb021,Male,0,0,0,19,"College advanced",NULL,79395,White,English,4,313.54
2caf5c8204,Male,0,1,0,50,Basic,"Food preparation",59047,White,English,0,263.39
d6f24666-5,Male,0,0,0,78,Basic,NULL,0,White,Spanish,0,223.42
d6f246e8-5,Male,0,1,0,31,"High school","Material production",26951,White,English,5,286.81
d6f24774-5,Female,1,1,0,34,"College advanced","Food preparation",32686,"African american",English,0,258.35
2caf5d5498,Male,0,1,0,49,College,Sales,159627,"African american",English,0,309.65
2caf5e2656,Male,1,1,0,55,"High school",Sales,43575,White,Spanish,0,270.49
2caf5ef851,Female,1,1,0,49,"High school","Business and finance",62961,"African american",English,0,272.73
2caf5fca01,Female,0,1,0,63,"College advanced",Management,103042,White,English,0,305.28
2caf609c51,Female,1,0,0,22,College,NULL,197419,White,Spanish,4,392.38
2caf618254,Female,1,1,0,40,"High school","Construction and extraction",149506,White,English,0,310.51
2caf625415,Female,0,1,0,42,"College advanced","Healthcare practice",47715,"African american",English,0,239.43
2caf634464,Male,0,0,0,56,College,NULL,73722,White,English,0,217.44
2caf641690,Male,1,0,0,50,College,NULL,63164,White,English,0,286.29
2caf64e859,Male,1,1,0,41,"High school","Healthcare technology",97662,White,English,0,340.40
d6f247f6-5,Female,0,1,0,42,"High school",Transportation,89960,White,Spanish,0,269.39
2caf65ba57,Female,0,1,0,42,"High school",Transportation,89960,White,Spanish,0,259.60
2caf668c65,Female,0,1,0,74,"High school","Healthcare practice",114679,White,Spanish,0,269.26
2caf675e63,Female,1,0,0,19,"High school",NULL,57591,White,English,3,403.48
2caf684e94,Male,1,1,0,46,"High school","Healthcare practice",83259,White,English,0,367.06
2caf692089,Female,0,1,0,32,"High school","Personal care",86581,"African american",English,0,323.65
2caf69f236,Female,1,1,0,58,Basic,"Law enforcement",97691,White,Spanish,0,398.80
2caf6aba33,Male,1,1,0,70,Basic,Management,45134,"African american",English,0,276.69
2caf6b8c05,Female,1,1,0,36,College,Management,70409,"African american",English,3,340.81
2caf6c7c00,Male,0,1,0,58,"High school","Healthcare practice",41542,"African american",English,0,271.04
2caf6d6c44,Male,0,1,0,47,"High school","Machine maintenance",44661,"African american",English,0,235.04
2caf6e4821,Female,0,0,0,42,Basic,NULL,86397,White,English,0,309.17
2caf6f1a42,Female,0,1,0,50,Basic,"Personal care",126233,"African american",English,0,326.01
2caf6fec95,Male,1,1,0,42,College,"Office administrative support",81812,Asian,English,0,304.29
2caf70be96,Male,1,1,0,59,Basic,Sales,110153,White,English,0,304.28
2caf71f474,Male,0,1,0,21,College,Transportation,194426,White,English,2,394.32
2caf72d078,Female,1,0,0,67,College,NULL,133332,White,Spanish,0,332.20
d6f24986-5,Male,1,0,0,31,"High school",NULL,57199,White,Spanish,0,294.65
2caf73ac49,Male,1,0,0,31,"High school",NULL,57199,White,Spanish,0,276.05
2caf747e13,Female,1,1,0,27,College,"Healthcare practice",93090,White,English,1,320.93
2caf755a71,Female,0,1,0,30,College,"Healthcare technology",48303,White,English,1,286.81
2caf762c61,Female,1,0,0,64,College,NULL,95828,White,Spanish,0,315.07
2caf76f486,Male,0,1,0,51,"High school","Healthcare practice",126265,"African american",English,0,302.95
2caf77e424,Male,0,0,0,52,"High school",NULL,141797,White,European,0,318.21
2caf78b684,Male,0,1,0,47,College,Sales,111810,White,English,0,261.49
2caf798813,Female,1,1,0,71,"College advanced","Machine maintenance",69820,White,English,0,307.51
2caf7a5a13,Male,0,0,0,51,"High school",NULL,139565,"African american",Spanish,0,279.61
2caf7b3687,Male,0,1,0,32,Basic,"Food preparation",124539,White,English,5,386.06
2caf7c0830,Male,1,1,0,48,"High school","Business and finance",81920,"Native american",English,0,321.16
2caf7cda82,Female,0,1,0,20,"High school",Transportation,65482,White,English,3,295.53
2caf7db603,Male,1,0,0,79,College,NULL,66933,White,English,0,332.56
2caf7e8848,Male,0,0,0,47,"High school",NULL,75002,"African american",English,0,250.50
2caf7f5a18,Female,0,1,0,30,College,Sales,57605,White,English,5,375.30
2caf802c97,Male,1,0,0,68,"High school",NULL,54768,"African american",Spanish,0,357.80
2caf80fe51,Female,1,1,0,59,"High school","Healthcare technology",144050,White,Spanish,0,330.50
2caf820216,Male,1,0,0,53,"College advanced",NULL,52854,"African american",Spanish,0,293.40
d6f24c4c-5,Male,1,1,0,54,"High school",Education,2193,White,English,0,246.44
2caf82de91,Male,0,1,0,49,Basic,Education,130008,"African american",Spanish,0,263.02
2caf83ba48,Male,0,0,0,69,"High school",NULL,122913,"African american",English,0,273.01
d6f24cce-5,Female,1,1,0,37,"High school","Sports, media, and entertainment",52648,White,Spanish,4,330.72
2caf848c82,Female,1,1,0,37,"High school","Sports, media, and entertainment",52648,White,Spanish,4,280.05
2caf863a07,Female,0,0,0,76,Basic,NULL,184667,White,Spanish,0,251.74
2caf870c86,Female,0,1,0,54,College,"Software engineering and math",41470,White,English,0,299.24
2caf87de84,Female,1,0,0,67,College,NULL,133368,White,English,0,356.27
2caf88b040,Male,0,1,0,35,College,"Healthcare practice",129338,White,Spanish,8,372.44
2caf898c19,Male,1,1,0,61,College,"Office administrative support",45871,White,English,0,244.02
2caf8a5e34,Female,0,1,0,35,"High school","Business and finance",137631,White,Spanish,1,334.68
2caf8b4e63,Female,0,0,0,67,"High school",NULL,45535,White,Spanish,0,264.06
2caf8c3e78,Male,1,0,0,47,"High school",NULL,72402,White,English,0,310.61
2caf8d1093,Female,0,1,0,25,"High school","Machine maintenance",123235,White,English,2,418.22
2caf8dec91,Male,0,1,0,54,College,"Healthcare support",82932,White,English,0,334.27
2caf8ebe82,Male,0,1,0,39,Basic,"Office administrative support",116571,White,Spanish,3,438.71
2caf8f9078,Female,0,1,0,26,"High school","Business and finance",94593,White,Spanish,4,347.19
2caf913431,Female,0,1,0,23,College,Transportation,187479,White,English,3,382.27
2caf922421,Male,0,0,0,34,"High school",NULL,196999,"African american",Spanish,0,260.03
2caf93dc31,Male,0,1,1,30,Basic,"Sanitation and maintenance",41855,White,English,5,336.36
97077b80-a,Male,0,1,1,30,Basic,"Sanitation and maintenance",41855,White,English,5,393.81
2caf94ae81,Female,1,1,0,54,College,"Material production",63055,White,Spanish,0,313.35
2caf958068,Male,0,0,0,65,College,NULL,82676,"Native american",Spanish,0,291.12
2caf965c63,Female,0,0,0,61,"High school",NULL,86628,White,Spanish,0,320.06
2caf974232,Female,1,1,0,37,"High school","Healthcare support",94563,White,English,4,331.06
2caf981e51,Female,1,0,0,33,"High school",NULL,49149,White,English,4,300.69
2caf98f028,Male,1,1,0,36,"High school","Material production",101461,White,English,2,308.12
2caf99c287,Male,0,1,0,75,"High school","Construction and extraction",43623,White,English,0,284.57
2caf9a9411,Male,0,1,0,44,"High school","Social services",93355,"African american",Spanish,0,261.37
d6f24f08-5,Male,1,1,0,42,"High school","Office administrative support",0,"African american",Spanish,0,250.20
2caf9b6604,Female,1,1,0,33,"College advanced","Sanitation and maintenance",44363,White,English,0,308.23
2caf9c3862,Female,0,0,0,81,"High school",NULL,70617,White,English,0,246.55
2caf9d0a13,Male,1,0,0,65,Basic,NULL,80443,White,English,0,322.27
2caf9ddc24,Male,1,1,0,39,Basic,"Office administrative support",43621,White,English,4,315.08
d6f25016-5,Male,0,1,0,54,"High school","Architecture and engineering",196159,White,Spanish,0,308.97
2caf9ecc65,Male,0,1,0,54,"High school","Architecture and engineering",196159,White,Spanish,0,308.03
2caf9f9e16,Male,1,1,0,36,College,"Construction and extraction",67426,White,English,0,268.73
2cafa07061,Male,1,1,0,52,"College advanced","Office administrative support",161978,White,English,0,309.00
2cafa16048,Female,1,1,0,21,College,"Architecture and engineering",72709,White,Spanish,6,322.60
d6f25098-5,Male,1,0,0,65,College,NULL,88568,White,English,0,336.86
2cafa25093,Male,1,0,0,65,College,NULL,88568,White,English,0,314.53
2cafa32233,Male,1,0,0,63,College,NULL,131826,White,English,0,337.69
2cafa3f466,Male,1,0,0,70,Basic,NULL,61880,White,Spanish,0,257.64
2cafa4c630,Female,0,0,0,28,College,NULL,49173,White,English,1,274.68
d6f251a6-5,Female,0,1,0,27,College,Sales,37058,White,English,3,251.56
2cafa59851,Male,0,1,0,34,"High school","Sports, media, and entertainment",82463,White,English,7,461.78
d6f25246-5,Male,0,1,0,30,College,Sales,40234,"African american",Spanish,2,350.55
2cafa67427,Male,0,1,0,30,College,Sales,40234,"African american",Spanish,2,383.35
2cafa74686,Female,1,1,0,66,College,"Business and finance",141816,White,English,0,359.65
d6f252d2-5,Female,1,1,0,31,College,Management,34251,White,English,3,298.05
2cafa81812,Female,1,1,0,29,"High school","Business and finance",142396,White,English,4,434.42
2cafa8ea19,Female,0,0,0,83,College,NULL,43260,White,European,0,243.05
2cafa9bc84,Male,1,1,0,44,"High school","Material production",62167,White,English,0,272.09
2cafaaa291,Female,1,0,0,50,"High school",NULL,137783,White,English,0,309.13
2cafab9c61,Female,1,1,0,57,"High school","Office administrative support",52725,White,English,0,306.76
2cafac6e90,Male,1,1,0,29,"High school",Sales,68867,White,English,2,361.37
2cafad4078,Male,0,1,0,55,"High school","Software engineering and math",64392,White,English,0,232.50
d6f25354-5,Female,1,1,0,31,College,Transportation,149003,White,English,1,418.96
2cafae1204,Female,1,1,0,31,College,Transportation,149003,White,English,1,405.00
2cafaee456,Female,0,0,0,45,College,NULL,95333,White,English,0,296.60
d6f253d6-5,Male,0,1,0,39,College,"Healthcare support",107205,"African american",European,4,438.09
2cafafc000,Male,0,1,0,39,College,"Healthcare support",107205,"African american",European,4,425.00
2cafb09258,Male,1,1,0,35,"High school","Personal care",143001,White,English,1,391.50
2cafb16491,Female,0,0,0,37,"High school",NULL,71208,"African american",English,5,318.30
2cafb25420,Female,0,1,0,41,Basic,"Healthcare technology",79594,White,Spanish,0,243.14
2cafb33034,Female,1,1,0,61,College,"Construction and extraction",95157,White,English,0,319.46
2cafb40296,Male,0,1,0,32,College,"Food preparation",40114,White,English,1,300.31
2cafb4de96,Female,1,1,0,49,"High school","Food preparation",58453,White,English,0,321.32
2cafb5d820,Male,0,1,0,20,"College advanced","Healthcare support",74454,White,Spanish,2,301.72
2cafb6b404,Male,1,1,0,28,"High school","Business and finance",58558,White,English,3,293.36
2cafb78660,Female,0,0,0,61,Basic,NULL,75102,White,English,0,254.59
2cafb86215,Female,1,1,0,20,"High school",Transportation,70062,White,English,2,316.69
2cafb93443,Male,1,1,0,49,College,"Healthcare practice",185611,White,English,0,344.33
2cafba1021,Female,1,1,0,40,"High school",Transportation,43124,White,English,0,336.33
2cafbaec80,Female,0,1,0,61,"High school",Management,70247,"African american",Spanish,0,269.38
2cafbbbe04,Female,1,1,0,68,Basic,"Material production",120320,White,Spanish,0,315.07
2cafbc9044,Male,1,1,0,29,"High school","Office administrative support",168732,"African american",English,2,476.11
2cafbd6c68,Male,0,1,0,24,College,"Personal care",69597,White,English,0,294.65
2cafbe4844,Male,1,1,0,40,College,"Business and finance",82018,White,Spanish,1,444.99
2cafbf1a78,Male,1,1,0,68,"High school","Healthcare technology",97736,White,English,0,394.87
2cafc00a55,Female,1,0,0,65,College,NULL,44247,"African american",English,0,314.37
2cafc0dc58,Male,1,1,0,40,"High school","Personal care",52648,White,European,5,303.20
d6f25462-5,Male,0,0,0,37,"High school",NULL,93659,"African american",Spanish,3,307.65
2cafc1cc45,Male,0,0,0,37,"High school",NULL,93659,"African american",Spanish,3,364.26
2cafc29e57,Male,1,0,0,60,"High school",NULL,66301,White,English,0,266.91
2cafc37a03,Female,0,1,0,39,College,"Architecture and engineering",66891,White,European,1,316.50
2cafc44c53,Female,1,1,0,57,College,"Food preparation",55857,"African american",English,0,317.24
d6f25502-5,Male,0,0,0,71,"High school",NULL,81317,White,English,0,260.37
2cafc51e85,Male,0,0,0,71,"High school",NULL,81317,White,English,0,294.93
d6f25584-5,Male,0,0,0,43,College,NULL,80438,White,English,0,227.13
2cafc5f053,Male,0,0,0,43,College,NULL,80438,White,English,0,243.00
2cafc6c212,Male,0,1,0,68,College,"Fire and safety",42897,White,English,0,227.60
2cafc79433,Male,0,1,0,19,"High school","Food preparation",60019,"African american",English,7,339.07
2cafc88437,Female,0,1,0,29,College,Management,61653,White,English,4,311.96
2cafc97e34,Male,0,1,0,41,"High school",Education,158963,White,English,0,237.73
2cafca6489,Female,1,1,0,54,College,"Software engineering and math",66882,"African american",English,0,289.56
2cafcb4001,Male,1,1,0,68,College,"Software engineering and math",48574,White,English,0,269.91
2cafcc1214,Male,0,0,0,45,"College advanced",NULL,49847,White,English,0,234.25
2cafcce461,Male,0,1,0,73,College,Education,97924,White,English,0,290.83
2cafcdb619,Female,0,1,0,37,College,Transportation,160663,White,Spanish,2,398.96
d6f25610-5,Male,0,1,0,56,Basic,"Architecture and engineering",0,White,Spanish,0,226.10
2cafce8895,Male,1,1,0,81,"College advanced","Sports, media, and entertainment",85543,White,English,0,366.23
2cafcf6469,Female,0,1,0,60,"High school",Transportation,102769,White,Spanish,0,288.47
2cafd03689,Male,0,1,0,47,"High school","Food preparation",70294,White,Spanish,0,262.05
2cafd10885,Male,1,1,0,27,"High school","Food preparation",54777,"African american",English,4,375.78
2cafd1ee45,Female,0,1,0,40,"High school","Office administrative support",61565,White,English,5,398.96
2cafd2ca59,Female,0,1,0,53,College,Transportation,74502,White,English,0,253.29
2cafd3a659,Male,1,0,0,21,Basic,NULL,146894,White,European,0,287.11
2cafd4a055,Female,1,0,0,72,"High school",NULL,44003,"African american",English,0,349.55
2cafd57c32,Male,1,1,0,42,Basic,Management,78166,White,English,0,269.77
2cafd64e33,Male,0,0,0,77,College,NULL,155171,White,English,0,281.23
2cafd72a30,Male,0,1,0,44,"High school",Sales,196959,White,English,0,255.88
2cafd7fc14,Female,0,0,0,78,College,NULL,96926,White,Spanish,0,319.64
d6f25692-5,Male,1,0,0,52,College,NULL,22681,White,English,0,270.56
2cafd8ce87,Female,0,1,0,56,College,"Food preparation",53031,White,English,0,226.58
2cafd9a080,Male,1,1,0,38,"High school","Business and finance",146994,White,Spanish,5,387.30
2cafda7272,Female,0,1,0,59,"High school","Food preparation",59563,White,English,0,281.56
2cafdb4e28,Male,1,1,0,46,"High school","Construction and extraction",60765,White,Spanish,0,263.70
2cafdcf239,Male,1,1,0,26,College,"Material moving",42644,"African american",English,3,330.32
2cafddce55,Female,0,0,0,66,"High school",NULL,167535,White,English,0,247.12
2cafdebe60,Male,0,1,0,43,"College advanced","Healthcare practice",91455,White,Spanish,0,263.12
2cafdf9053,Male,0,1,1,40,"High school","Social services",53879,White,English,5,391.01
97077cd4-a,Male,0,1,1,40,"High school","Social services",53879,White,English,5,370.49
2cafe06c75,Female,0,1,0,71,"High school",Education,74172,White,English,0,255.67
2cafe13e10,Female,1,0,0,49,"High school",NULL,61452,Mixed,English,0,294.87
2cafe22e91,Female,0,1,0,45,College,"Food preparation",61151,White,English,0,231.80
2cafe30a26,Female,1,1,0,20,College,"Material moving",54486,White,English,1,282.31
2cafe3dc34,Female,1,1,0,44,"High school",Management,89634,White,Spanish,0,325.02
2cafe4ae91,Female,0,1,0,54,"High school","Healthcare practice",100204,White,English,0,231.25
2cafe58014,Female,0,1,0,35,"High school","Business and finance",70049,White,English,2,324.25
2cafe65220,Male,0,1,0,73,Basic,Management,67395,White,English,0,245.00
2cafe72e12,Female,0,0,0,23,Basic,NULL,46610,White,Other,2,274.55
2cafe81434,Male,0,1,0,55,Basic,"Healthcare practice",85743,White,English,0,263.36
2cafe90486,Female,0,1,0,24,"High school",Science,68062,"African american",Spanish,1,357.17
2cafe9e029,Female,1,1,0,42,College,"Material moving",77316,White,English,0,270.50
2cafeab213,Male,0,1,0,24,"High school","Office administrative support",118622,White,English,0,259.67
d6f2571e-5,Female,0,1,0,42,"High school",Management,35991,White,English,0,209.93
